ID,TARGET,oof_xgb_5cv_5seed,oof_seed_42,oof_seed_2024,oof_seed_3407,oof_seed_8803,oof_seed_9187
39,0,0.005194482486695051,0.005680612288415432,0.004258919972926378,0.004216726869344711,0.005840223748236895,0.00597592955455184
42,0,0.0026251768926158544,0.0030847450252622366,0.002378743840381503,0.00197909795679152,0.003904489567503333,0.0017788080731406808
43,0,0.01550654247403145,0.018837496638298035,0.01591351442039013,0.015568029135465622,0.013201088644564152,0.014012583531439304
45,0,0.015203448943793774,0.01434358861297369,0.01617337577044964,0.015008128248155117,0.014893093146383762,0.01559905894100666
49,0,0.025404753535985945,0.02419961988925934,0.0287660900503397,0.02410135604441166,0.027687279507517815,0.022269422188401222
51,0,0.06209707036614419,0.04676511883735657,0.0739157572388649,0.059590425342321396,0.07159394025802612,0.058620110154151917
54,0,0.06006187126040459,0.0849594995379448,0.05336444824934006,0.0675668939948082,0.0428633950650692,0.05155511945486069
56,0,0.18173290491104127,0.1833384484052658,0.1866430789232254,0.17517709732055664,0.18477755784988403,0.17872834205627441
60,0,0.011008869577199222,0.007187568582594395,0.017478307709097862,0.0051801204681396484,0.017758360132575035,0.007439990993589163
61,0,0.01313661392778158,0.012706068344414234,0.013089669868350029,0.014051215723156929,0.012116395868360996,0.013719719834625721
66,0,0.06317510455846786,0.05305555462837219,0.0669543668627739,0.06480898708105087,0.06829850375652313,0.06275811046361923
68,0,0.0073184330016374585,0.008912117220461369,0.006470563821494579,0.006006760522723198,0.007575943134725094,0.007626780308783054
74,0,0.0031613415107131005,0.0032117958180606365,0.005359995644539595,0.0025412996765226126,0.0022467589005827904,0.002446857513859868
75,0,0.008524559810757637,0.008294005878269672,0.01009506918489933,0.007928735576570034,0.007409719750285149,0.008895268663764
77,1,0.17302727401256562,0.14181695878505707,0.20458917319774628,0.16234222054481506,0.15614135563373566,0.200246661901474
80,0,0.03408089019358158,0.03215492516756058,0.03875669836997986,0.028150347992777824,0.032065507024526596,0.03927697241306305
82,0,0.01148463562130928,0.010210639797151089,0.012780077755451202,0.007840213365852833,0.012915177270770073,0.013677069917321205
83,0,0.07866488546133042,0.08406005054712296,0.07314030826091766,0.09107846766710281,0.08222758024930954,0.0628180205821991
84,0,0.014909295737743378,0.014618925750255585,0.016552742570638657,0.015776481479406357,0.015436685644090176,0.012161643244326115
87,0,0.23671993911266326,0.23657537996768951,0.22320756316184998,0.24099700152873993,0.2517545223236084,0.23106522858142853
88,0,0.10644728988409043,0.10996702313423157,0.06553429365158081,0.11889082193374634,0.13434617221355438,0.10349813848733902
90,0,0.0011246204376220705,0.001177656464278698,0.0016328535275533795,0.0008549779304303229,0.0009968774393200874,0.0009607368265278637
91,0,0.007019517105072736,0.007659540511667728,0.00652177631855011,0.0063340128399431705,0.00791215244680643,0.006670103408396244
92,0,0.15755444169044497,0.16196557879447937,0.14657893776893616,0.16192683577537537,0.15755610167980194,0.1597447544336319
93,0,0.0015601098537445068,0.0014558605616912246,0.0018566816579550505,0.0015947972424328327,0.0014482387341558933,0.001444971072487533
95,0,0.008315235748887062,0.010781098157167435,0.0070334551855921745,0.009688316844403744,0.007453486323356628,0.006619822233915329
101,0,0.00902776252478361,0.00818806141614914,0.011395389214158058,0.008631613105535507,0.007075413130223751,0.0098483357578516
102,0,0.04910047128796578,0.04426949843764305,0.04636099934577942,0.031279679387807846,0.06641928851604462,0.05717289075255394
105,0,0.01228708326816559,0.012743239291012287,0.012184389866888523,0.011811885051429272,0.01187489926815033,0.01282100286334753
106,0,0.004705959698185324,0.003520150203257799,0.004889847245067358,0.007197538390755653,0.00417634192854166,0.0037459207233041525
107,0,0.008121173200197517,0.0015270713483914733,0.01790149323642254,0.0029357278253883123,0.012121391482651234,0.006120182108134031
109,0,0.002573448047041893,0.00194270140491426,0.0033745509572327137,0.0035439799539744854,0.0020057200454175472,0.002000287873670459
111,0,0.08136046975851058,0.08545728027820587,0.08054202795028687,0.07004242390394211,0.10060299932956696,0.07015761733055115
113,0,0.002650074672419578,0.0024432146456092596,0.0020999028347432613,0.00415435153990984,0.0005644409102387726,0.003988463431596756
115,0,0.0011516216211020947,0.001233529532328248,0.001139821601100266,0.0010895037557929754,0.0011411705054342747,0.0011540827108547091
118,0,0.16566327810287476,0.15969261527061462,0.1933908611536026,0.1611652672290802,0.15597857534885406,0.1580890715122223
122,0,0.0021516787121072414,0.0021789155434817076,0.0013750081416219473,0.0027979917358607054,0.0027472523506730795,0.001659225788898766
125,0,0.023565271124243736,0.016360489651560783,0.022244444116950035,0.016807837411761284,0.027328219264745712,0.03508536517620087
127,0,0.0017425780883058906,0.0019848051015287638,0.0018100353190675378,0.0013878312893211842,0.0017329577822238207,0.0017972609493881464
130,0,0.09342014640569686,0.07170619070529938,0.10948728024959564,0.09076137840747833,0.08836483210325241,0.10678105056285858
131,0,0.024714205414056778,0.022283952683210373,0.028731705620884895,0.024439727887511253,0.02396993152797222,0.024145709350705147
132,0,0.014589298143982885,0.008717698976397514,0.01573905348777771,0.014924881979823112,0.014942515641450882,0.018622340634465218
134,0,0.004384710267186165,0.0018313191831111908,0.004129134118556976,0.005329914391040802,0.0028882776387035847,0.0077449060045182705
135,0,0.004975375719368457,0.00517013156786561,0.006853098981082439,0.00424488540738821,0.005385244265198708,0.0032235183753073215
136,0,0.011798357591032982,0.009392736479640007,0.019530033692717552,0.011169732548296452,0.008354300633072853,0.010544984601438046
137,0,0.02475510761141777,0.02332664467394352,0.02224225178360939,0.026191946119070053,0.027721406891942024,0.024293288588523865
139,0,0.01980624906718731,0.021496949717402458,0.018355119973421097,0.01834852434694767,0.020400818437337875,0.020429832860827446
140,0,0.008132405113428831,0.007851961068809032,0.007190648932009935,0.009253304451704025,0.008229284547269344,0.008136826567351818
141,0,0.1936739057302475,0.18706004321575165,0.19159729778766632,0.19354523718357086,0.19694878160953522,0.19921816885471344
142,0,0.023930147290229797,0.0202407855540514,0.026390161365270615,0.0247983168810606,0.027365071699023247,0.020856400951743126
143,0,0.001775312959216535,0.0018134925048798323,0.0017580220010131598,0.0016304960008710623,0.0016870155232027173,0.001987538766115904
144,0,0.007612312212586403,0.005304115824401379,0.0063660405576229095,0.007798974402248859,0.010012824088335037,0.00857960619032383
145,0,0.07041181400418281,0.054442502558231354,0.07647132128477097,0.04246458038687706,0.09031538665294647,0.08836527913808823
146,0,0.000858396419789642,0.0009404795127920806,0.0009079661103896797,0.0006730936584062874,0.000946653017308563,0.0008237898000515997
148,0,0.051510651409626004,0.05223335698246956,0.08540145307779312,0.03711435943841934,0.05110912770032883,0.031694959849119186
150,0,0.08105645775794983,0.12305627018213272,0.08682330697774887,0.08502800017595291,0.07828541845083237,0.032089293003082275
151,0,0.006527378503233194,0.0068539720959961414,0.006086328066885471,0.006216868758201599,0.007860848680138588,0.005618874914944172
152,0,0.01273639388382435,0.009680619463324547,0.011764141730964184,0.012696752324700356,0.013833179138600826,0.01570727676153183
153,0,0.0019516856642439963,0.0015443835873156786,0.0011228988878428936,0.003219552570953965,0.0023445729166269302,0.001527020358480513
154,0,0.1469563603401184,0.13394244015216827,0.15775375068187714,0.14215698838233948,0.14512190222740173,0.15580672025680542
155,0,0.0030803403817117212,0.0022897785529494286,0.003286623628810048,0.002416170435026288,0.0034694354981184006,0.003939693793654442
156,0,0.003048368962481618,0.0032435378525406122,0.0034064711071550846,0.002256600419059396,0.0030191964469850063,0.0033160389866679907
157,0,0.0026382714044302703,0.0024001765996217728,0.0033069031778723,0.002249044133350253,0.0021536671556532383,0.0030815659556537867
159,1,0.019926136918365957,0.017792927101254463,0.013435483910143375,0.016337422654032707,0.029822183772921562,0.02224266715347767
161,0,0.005887177679687738,0.005371579434722662,0.006968030706048012,0.003962464164942503,0.006805245764553547,0.0063285683281719685
162,0,0.043368726223707195,0.04960915073752403,0.039780393242836,0.04497166723012924,0.035781379789114,0.046701040118932724
163,0,0.0013158625224605203,0.0012154746800661087,0.0013194279745221138,0.0013800227316096425,0.0008547722827643156,0.0018096149433404207
165,0,0.004050000617280602,0.0042146313935518265,0.004156169015914202,0.0046204738318920135,0.004860015586018562,0.002398713259026408
166,0,0.006873920839279891,0.006145333405584097,0.0062451050616800785,0.007709288503974676,0.006805245764553547,0.007464631460607052
169,0,0.017994130402803423,0.01898697018623352,0.01769363321363926,0.017319992184638977,0.016545649617910385,0.019424406811594963
170,0,0.0029398572165519,0.002795601962134242,0.0027812779881060123,0.002623185748234391,0.0042333961464464664,0.0022658242378383875
171,0,0.09541433900594712,0.09313365817070007,0.09834569692611694,0.09234213083982468,0.09490243345499039,0.09834777563810349
172,0,0.03452498205006123,0.0344320684671402,0.05183073505759239,0.03682144358754158,0.025825360789895058,0.023715302348136902
173,0,0.0031521444674581294,0.003675666870549321,0.0032111182808876038,0.0034416704438626766,0.0029560078401118517,0.0024762589018791914
175,0,0.0020474331220611927,0.00233662617392838,0.0020135666709393263,0.002558154985308647,0.0017704606289044023,0.0015583571512252092
176,0,0.01307396125048399,0.012469349429011345,0.010582009330391884,0.013054518029093742,0.015442767180502415,0.013821162283420563
177,0,0.013979142904281615,0.016202667728066444,0.011218380182981491,0.015778524801135063,0.014069373719394207,0.012626768089830875
178,0,0.0017033535754308105,0.0016083767404779792,0.0016608205623924732,0.0018347288714721799,0.0014347456162795424,0.0019780960865318775
179,0,0.009285903070122004,0.007349502760916948,0.009865652769804,0.008238933980464935,0.010695497505366802,0.010279928334057331
180,0,0.0026331080356612802,0.00342117203399539,0.003228573827072978,0.0019012693082913756,0.0021173208951950073,0.00249720411375165
182,0,0.3517985701560974,0.3621470630168915,0.3635358214378357,0.34280163049697876,0.29367393255233765,0.3968344032764435
183,0,0.009110193140804768,0.008702297694981098,0.008513713255524635,0.009716300293803215,0.009945842437446117,0.008672812022268772
184,0,0.0009320831624791027,0.0009250013972632587,0.0008542995783500373,0.0010738263372331858,0.000801853951998055,0.0010054345475509763
186,0,0.002026684070006013,0.0020660264417529106,0.0022848534863442183,0.0018724718829616904,0.0018359656678512692,0.002074102871119976
188,0,0.0363499142229557,0.0205652117729187,0.04300227761268616,0.04007304087281227,0.036941707134246826,0.04116733372211456
191,0,0.005207593739032745,0.003522039158269763,0.00565343676134944,0.0026908565778285265,0.0027012121863663197,0.011470424011349678
192,0,0.0010785655700601639,0.0010850612306967378,0.0012687075650319457,0.0008270323160104454,0.0010982826352119446,0.0011137441033497453
193,0,0.002738048043102026,0.002410520100966096,0.0029204392340034246,0.0024619305040687323,0.0031671924516558647,0.0027301579248160124
195,0,0.026375860720872876,0.02490125223994255,0.028893891721963882,0.025665633380413055,0.02738022804260254,0.025038298219442368
196,0,0.041514743119478226,0.0536266528069973,0.031822606921195984,0.04786067083477974,0.028917182236909866,0.04534660279750824
199,0,0.06274990290403366,0.06260328739881516,0.06412509083747864,0.06500590592622757,0.05795168876647949,0.06406354159116745
200,0,0.010101468674838543,0.010578750632703304,0.009455299936234951,0.010403831489384174,0.010960796847939491,0.009108664467930794
202,0,0.17050659060478213,0.1552828699350357,0.1714847981929779,0.17324428260326385,0.16953466832637787,0.1829863339662552
203,0,0.22248174548149105,0.22743700444698334,0.22945064306259155,0.2139161229133606,0.2152242362499237,0.22638072073459625
204,0,0.031250772252678874,0.027180250734090805,0.029875123873353004,0.03258933871984482,0.03318071737885475,0.03342843055725098
206,0,0.0067759365774691105,0.007648168597370386,0.007822422310709953,0.004964673426002264,0.006855848245322704,0.006588570307940245
207,0,0.003229809645563364,0.003518623299896717,0.00687582790851593,0.002123207552358508,0.002208577934652567,0.0014228115323930979
209,0,0.019134472869336602,0.0161287859082222,0.017467664554715157,0.024966247379779816,0.023476941511034966,0.013632724992930889
210,0,0.0026245170272886755,0.002392314840108156,0.001875100890174508,0.002565536415204406,0.003506829496473074,0.0027828034944832325
212,0,0.022635055519640446,0.03322464972734451,0.025079799816012383,0.014135027304291725,0.02637634053826332,0.014359460212290287
213,0,0.009110759384930132,0.012556917034089565,0.0087170684710145,0.013903431594371796,0.005850395653396845,0.004525984171777964
214,0,0.03666278980672359,0.0430435836315155,0.035418327897787094,0.034218013286590576,0.03095480613410473,0.03967921808362007
215,0,0.014720103703439236,0.010774596594274044,0.018795393407344818,0.018735509365797043,0.01800430193543434,0.007290717214345932
217,0,0.007392166461795569,0.0053788525983691216,0.00906601082533598,0.0074817524291574955,0.006952398456633091,0.008081817999482155
218,0,0.036352770030498506,0.034684572368860245,0.03650043159723282,0.03733113780617714,0.03818981349468231,0.03505789488554001
220,1,0.01532471515238285,0.01544924359768629,0.0192424189299345,0.017189279198646545,0.019715212285518646,0.005027421750128269
221,0,0.006360626220703125,0.00491985073313117,0.006825137417763472,0.007132823579013348,0.007237627636641264,0.0056876917369663715
222,0,0.01836019493639469,0.01790563575923443,0.022032475098967552,0.018251808360219002,0.016025245189666748,0.017585810273885727
225,0,0.006350965052843093,0.00802233163267374,0.004071908537298441,0.008765446953475475,0.006201800424605608,0.004693337716162205
227,0,0.0013055695919319988,0.0011163842864334583,0.001143928966484964,0.0009600687772035599,0.0020691994577646255,0.001238266471773386
228,0,0.01107629369944334,0.01558050885796547,0.008664866909384727,0.009576940909028053,0.012094504199922085,0.009464647620916367
231,0,0.009873478952795266,0.00845296960324049,0.008876522071659565,0.006553209852427244,0.01220166590064764,0.013283027336001396
232,0,0.02244925834238529,0.018695145845413208,0.023240063339471817,0.018172873184084892,0.023653265088796616,0.028484944254159927
233,0,0.007472593802958728,0.009303159080445766,0.007749715819954872,0.007154542952775955,0.008472699671983719,0.004682851489633322
234,0,0.005262092035263777,0.006384317763149738,0.005349155981093645,0.0054686833173036575,0.0038626459427177906,0.005245657172054052
235,0,0.01830874029546976,0.02140137366950512,0.015239760279655457,0.01880733110010624,0.015354451723396778,0.02074078470468521
236,0,0.053199843317270276,0.0564790777862072,0.056240156292915344,0.052014004439115524,0.04587692767381668,0.055389050394296646
239,0,0.0056660101283341644,0.00835594441741705,0.004101904109120369,0.006864899303764105,0.0030645180959254503,0.0059427847154438496
241,0,0.002476483024656773,0.0025241540279239416,0.0022310768254101276,0.0018842502031475306,0.0030186523217707872,0.002724281745031476
242,0,0.002907271054573357,0.0025471674744039774,0.003494013799354434,0.003945122007280588,0.001910705934278667,0.002639346057549119
244,0,0.018904977664351463,0.022002283483743668,0.01873200200498104,0.01702399179339409,0.020002160221338272,0.016764450818300247
252,0,0.03883975557982922,0.04202605038881302,0.052232593297958374,0.029814288020133972,0.039207447320222855,0.03091839887201786
253,0,0.009605598449707032,0.008521546609699726,0.016841132193803787,0.007137779612094164,0.0071694753132760525,0.008358058519661427
254,0,0.02547807842493057,0.026269445195794106,0.03336571902036667,0.025476936250925064,0.024458637461066246,0.017819654196500778
258,0,0.1683296263217926,0.16480350494384766,0.1688234657049179,0.173402801156044,0.17193767428398132,0.16268068552017212
259,0,0.03385232910513878,0.029785120859742165,0.030901961028575897,0.03948095440864563,0.04036664962768555,0.028726959601044655
262,0,0.0018639724235981702,0.0016450390685349703,0.0015425942838191986,0.00201817718334496,0.002156798029318452,0.0019572535529732704
265,0,0.10605049133300781,0.09273330122232437,0.1006399393081665,0.1165122240781784,0.10710128396749496,0.11326570808887482
266,0,0.026820750162005427,0.02862050198018551,0.020461753010749817,0.035629987716674805,0.022951602935791016,0.026439905166625977
269,0,0.019371698424220082,0.020706068724393845,0.015239760279655457,0.021294765174388885,0.018877113237977028,0.02074078470468521
270,0,0.011143842712044716,0.013656269758939743,0.008665579371154308,0.008961876854300499,0.012231644243001938,0.012203843332827091
271,0,0.0532388187944889,0.06732434779405594,0.05383850634098053,0.03440532088279724,0.0615665428340435,0.04905937612056732
273,0,0.001722629659343511,0.0009270792943425477,0.0018730912124738097,0.0024986928328871727,0.0016233796486631036,0.0016909053083509207
276,0,0.036774464324116705,0.029177961871027946,0.038365066051483154,0.038721177726984024,0.03182985261082649,0.04577826336026192
279,0,0.02808166407048702,0.029318859800696373,0.030907200649380684,0.026803744956851006,0.02719004638493061,0.02618846856057644
285,0,0.015822258591651917,0.021730775013566017,0.012977775186300278,0.010498013347387314,0.015509944409132004,0.01839478500187397
287,0,0.03540949895977974,0.03257494792342186,0.04146818444132805,0.04497392475605011,0.035991113632917404,0.022039324045181274
288,0,0.03649556487798691,0.03358244150876999,0.03434818610548973,0.030096285045146942,0.042590852826833725,0.04186005890369415
289,0,0.002458745497278869,0.0019181600073352456,0.0024159085005521774,0.002400130731984973,0.0034669716842472553,0.0020925565622746944
292,0,0.22592941820621493,0.22688376903533936,0.21424278616905212,0.22897952795028687,0.243486687541008,0.21605432033538818
294,0,0.16530422270298004,0.16880081593990326,0.17096704244613647,0.1677170991897583,0.15574605762958527,0.1632900983095169
296,0,0.001362517662346363,0.0013374545378610492,0.0013180550886318088,0.0016887655947357416,0.0012660777429118752,0.0012022353475913405
299,0,0.0023481529671698807,0.002436745446175337,0.002684279577806592,0.002294389996677637,0.002161158714443445,0.002164191100746393
301,0,0.005136791476979852,0.005686092656105757,0.004546331707388163,0.00609131483361125,0.005638536065816879,0.00372168212197721
302,0,0.01739215534180403,0.01670755445957184,0.016036074608564377,0.014309846796095371,0.015658922493457794,0.024248378351330757
303,1,0.20765817165374753,0.19533514976501465,0.21293187141418457,0.2183503955602646,0.2023061215877533,0.2093673199415207
306,1,0.20214466452598573,0.19193024933338165,0.19642537832260132,0.19847305119037628,0.2048301249742508,0.21906451880931854
307,0,0.009540323726832866,0.008014396764338017,0.01115882582962513,0.007302276790142059,0.012436306104063988,0.00878981314599514
311,0,0.013761978503316641,0.02957143448293209,0.012420281767845154,0.009589165449142456,0.005185396876186132,0.012043613940477371
314,0,0.03405415080487729,0.046889528632164,0.034066177904605865,0.014367074705660343,0.05990063026547432,0.015047342516481876
316,0,0.0034441055962815886,0.0019338451093062758,0.001876236405223608,0.00312023819424212,0.007085728459060192,0.0032044798135757446
319,0,0.2025939732789993,0.19943445920944214,0.18446145951747894,0.2063031792640686,0.20846103131771088,0.21430973708629608
320,0,0.0028561099898070097,0.002667592605575919,0.0021794589702039957,0.0033353499602526426,0.00308762164786458,0.003010526765137911
322,0,0.004902305454015732,0.0049641621299088,0.004664772655814886,0.005391380283981562,0.004453237168490887,0.0050379750318825245
324,0,0.21613154113292693,0.20239633321762085,0.15146508812904358,0.1760823130607605,0.3020007312297821,0.24871324002742767
332,0,0.0041986985597759485,0.0036364011466503143,0.004253997001796961,0.005603918805718422,0.0035940208472311497,0.003905154997482896
333,0,0.004808539059013128,0.005210136529058218,0.005292010959237814,0.005260178353637457,0.004687832202762365,0.003592537250369787
340,1,0.006102552637457848,0.006058811210095882,0.005984790623188019,0.006393768358975649,0.00590992858633399,0.006165464408695698
342,0,0.0021996289491653443,0.0020052227191627026,0.0019342638552188873,0.0021256052423268557,0.0026869780849665403,0.0022460748441517353
344,0,0.006643086206167936,0.006746586877852678,0.0062451050616800785,0.007428168784826994,0.006422117818146944,0.006373452488332987
345,0,0.010597480833530426,0.014273645356297493,0.011267353780567646,0.008906478993594646,0.009131114929914474,0.00940881110727787
347,0,0.001018968049902469,0.0010850612306967378,0.001027580234222114,0.0008310948614962399,0.0010982826352119446,0.0010528212878853083
349,0,0.006145806983113289,0.006359989754855633,0.006071274634450674,0.006551344878971577,0.006767154671251774,0.004979270976036787
353,1,0.14602701365947723,0.14356516301631927,0.15543808043003082,0.15808682143688202,0.13489484786987305,0.138150155544281
354,0,0.04181997776031494,0.04672830179333687,0.038953546434640884,0.05647699907422066,0.035574037581682205,0.03136700391769409
355,0,0.014568876102566717,0.01569959707558155,0.014927727170288563,0.013775384984910488,0.011532116681337357,0.016909554600715637
356,0,0.0061912043951451775,0.006000486668199301,0.004853079095482826,0.008389841765165329,0.0048551131039857864,0.006857501342892647
359,0,0.0009058697381988168,0.0008391067967750132,0.0007702565053477883,0.0011594041716307402,0.0008871174650266767,0.0008734637522138655
362,0,0.006397796049714088,0.00667499890550971,0.007241530809551477,0.0060843294486403465,0.006047829054296017,0.005940292030572891
363,0,0.011069092154502868,0.00928234588354826,0.01766469143331051,0.007839749567210674,0.00913219340145588,0.011426480486989021
369,0,0.001780384825542569,0.001961407484486699,0.001616522902622819,0.002121757250279188,0.0017271715914830565,0.001475064898841083
371,1,0.15523928701877596,0.16333989799022675,0.16644681990146637,0.16865964233875275,0.15005092322826385,0.12769915163516998
373,0,0.053195372223854065,0.0507989227771759,0.04654701426625252,0.05629000812768936,0.054338887333869934,0.05800202861428261
374,0,0.16425996422767639,0.1734730303287506,0.16437742114067078,0.17585501074790955,0.15825554728507996,0.14933881163597107
375,0,0.008502115588635206,0.006023593246936798,0.011302527040243149,0.007074026390910149,0.007286766078323126,0.01082366518676281
378,0,0.03178204447031021,0.027526702731847763,0.04266659542918205,0.02729499153792858,0.029751593247056007,0.03167033940553665
382,0,0.007025069277733564,0.00750002870336175,0.007071498315781355,0.007235250435769558,0.006225559860467911,0.007093009073287249
383,0,0.17592956423759462,0.26974907517433167,0.16973251104354858,0.1922774314880371,0.09459695219993591,0.15329185128211975
384,0,0.037296011298894885,0.04094575718045235,0.0389319509267807,0.035632431507110596,0.03354502469301224,0.03742489218711853
387,0,0.002459692629054189,0.0026515331119298935,0.0027262242510914803,0.0018508858047425747,0.0025425509084016085,0.0025272690691053867
388,0,0.018686897680163385,0.015250690281391144,0.01841508410871029,0.01578841358423233,0.0184852983802557,0.025495002046227455
390,0,0.0013990022474899889,0.0015247928677126765,0.0014189854264259338,0.0013056115712970495,0.001392569625750184,0.0013530517462641
394,0,0.04317005947232246,0.041781868785619736,0.04106655344367027,0.03831199184060097,0.04112521931529045,0.05356466397643089
402,0,0.006563862599432469,0.007024039980024099,0.006385176908224821,0.007414470426738262,0.004534982144832611,0.007460643537342548
404,0,0.0020697876811027528,0.001973215490579605,0.001944559859111905,0.001860333140939474,0.002029313938692212,0.002541515976190567
407,0,0.005851777363568545,0.009023980237543583,0.002276377519592643,0.004132593981921673,0.0030770048033446074,0.010748930275440216
408,0,0.16400159299373626,0.1619260609149933,0.1707472950220108,0.17139138281345367,0.1493929922580719,0.16655023396015167
410,0,0.03223426677286624,0.033493466675281525,0.035004522651433945,0.02081475965678692,0.028843481093645096,0.04301510378718376
412,0,0.22922949790954592,0.2271847277879715,0.23154784739017487,0.22009143233299255,0.2378964126110077,0.22942706942558289
414,0,0.014923628233373166,0.01093401201069355,0.008984091691672802,0.019595341756939888,0.021007508039474487,0.014097187668085098
415,0,0.0010334925609640777,0.0007696152315475047,0.0011619753204286098,0.0009889552602544427,0.0007426281226798892,0.0015042888699099422
416,0,0.008021625783294439,0.008051108568906784,0.009011410176753998,0.007704165298491716,0.0078543396666646,0.007487105205655098
417,0,0.002461603796109557,0.0016122828237712383,0.0022958465851843357,0.0018109004013240337,0.0020484027918428183,0.00454058637842536
420,0,0.057891494035720824,0.05907304584980011,0.056854695081710815,0.05969787761569023,0.05526399239897728,0.05856785923242569
421,0,0.0010926691931672393,0.0009168831747956574,0.0010092690354213119,0.001288328436203301,0.0011490121250972152,0.0010998531943187118
423,0,0.028564232774078848,0.05595815181732178,0.024699987843632698,0.036062031984329224,0.01064858678728342,0.01545240543782711
426,0,0.018355144187808037,0.01729446090757847,0.018641836941242218,0.020065097138285637,0.01886298879981041,0.01691133715212345
428,0,0.003206934919580817,0.0037511433474719524,0.002565197180956602,0.0035970290191471577,0.0033905422315001488,0.002730762818828225
429,0,0.007549026515334845,0.006704513914883137,0.006253696046769619,0.007861399091780186,0.01196329016238451,0.0049622333608567715
432,0,0.0011414567474275828,0.0012558557791635394,0.0012385430745780468,0.0009269737638533115,0.0011475835926830769,0.001138327526859939
433,0,0.017263369727879764,0.008527264930307865,0.02176329307258129,0.0031650583259761333,0.028652263805270195,0.02420896850526333
436,0,0.0009015854448080063,0.0010127631248906255,0.0008917811792343855,0.0007725842879153788,0.0008746268576942384,0.0009561717743054032
440,0,0.14957622587680816,0.15267755091190338,0.15722200274467468,0.14381110668182373,0.1453554332256317,0.14881503582000732
441,0,0.002544629666954279,0.0027542216703295708,0.003596316557377577,0.0020794847514480352,0.002554980106651783,0.001738145248964429
443,0,0.0009864276507869363,0.0008567080367356539,0.0008454709895886481,0.0008824049145914614,0.001266047707758844,0.0010815066052600741
444,0,0.024445430561900138,0.024830400943756104,0.026466941460967064,0.02114933356642723,0.02241659350693226,0.027363883331418037
445,0,0.016837833262979985,0.020503904670476913,0.016704734414815903,0.01283311564475298,0.020410479977726936,0.01373693160712719
447,0,0.019728879630565646,0.018024541437625885,0.01941370591521263,0.021294765174388885,0.019170600920915604,0.02074078470468521
448,0,0.016539127565920353,0.018589943647384644,0.017953652888536453,0.01680259220302105,0.012918089516460896,0.016431359574198723
449,0,0.0021677532931789756,0.0025715662632137537,0.0017297485610470176,0.0024938839487731457,0.002003422938287258,0.002040144754573703
453,0,0.01384563073515892,0.015562659129500389,0.01309347152709961,0.014543088153004646,0.014807603321969509,0.011221331544220448
456,0,0.07949121743440626,0.0817631185054779,0.09921810030937195,0.0667116716504097,0.06751321256160736,0.08224998414516449
457,0,0.09352046251296997,0.10827071219682693,0.09888938069343567,0.08638272434473038,0.08957898616790771,0.08448050916194916
458,0,0.03404836505651474,0.033909108489751816,0.03862106427550316,0.037020787596702576,0.02859087660908699,0.03209998831152916
459,0,0.0017543539870530367,0.002202098723500967,0.001713645295239985,0.0014298590831458569,0.0018170417752116919,0.0016091250581666827
460,0,0.0015225247945636513,0.0010690550552681088,0.001692321733571589,0.0014996770769357681,0.0018206726526841521,0.0015308974543586373
461,0,0.05175632163882256,0.056725163012742996,0.05166199058294296,0.049873609095811844,0.04807703197002411,0.052443813532590866
